0.000000000000000000e+00,0.000000000000000000e+00,5.500000035775410367e+01
0.000000000000000000e+00,1.010101010101010100e-03,5.499999955775287219e+01
0.000000000000000000e+00,2.020202020202020200e-03,5.500000038101036637e+01
0.000000000000000000e+00,3.030303030303030300e-03,5.499999957110742344e+01
0.000000000000000000e+00,4.040404040404040401e-03,5.499999880069947977e+01
0.000000000000000000e+00,5.050505050505050067e-03,5.499999747679263606e+01
0.000000000000000000e+00,6.060606060606060601e-03,5.499999367319854571e+01
0.000000000000000000e+00,7.070707070707071135e-03,5.499998415766162196e+01
0.000000000000000000e+00,8.080808080808080801e-03,5.499996065306438453e+01
0.000000000000000000e+00,9.090909090909090468e-03,5.499990305585271244e+01
0.000000000000000000e+00,1.010101010101010013e-02,5.499976457842749511e+01
0.000000000000000000e+00,1.111111111111111154e-02,5.499943561794035674e+01
0.000000000000000000e+00,1.212121212121212120e-02,5.499866813786387354e+01
0.000000000000000000e+00,1.313131313131313087e-02,5.499690856979577092e+01
0.000000000000000000e+00,1.414141414141414227e-02,5.499295502548176273e+01
0.000000000000000000e+00,1.515151515151515194e-02,5.498428704528738109e+01
0.000000000000000000e+00,1.616161616161616160e-02,5.496583327417650366e+01
0.000000000000000000e+00,1.717171717171717127e-02,5.492798078965034847e+01
0.000000000000000000e+00,1.818181818181818094e-02,5.485396750772253682e+01
0.000000000000000000e+00,1.919191919191919060e-02,5.471783167016767635e+01
0.000000000000000000e+00,2.020202020202020027e-02,5.448594682890912111e+01
0.000000000000000000e+00,2.121212121212121340e-02,5.412555936600713125e+01
0.000000000000000000e+00,2.222222222222222307e-02,5.361935980156863479e+01
0.000000000000000000e+00,2.323232323232323274e-02,5.297677603751642295e+01
0.000000000000000000e+00,2.424242424242424240e-02,5.223103523685660576e+01
0.000000000000000000e+00,2.525252525252525207e-02,5.142481179540740754e+01
0.000000000000000000e+00,2.626262626262626174e-02,5.059493921360075319e+01
0.000000000000000000e+00,2.727272727272727140e-02,4.976647194830989918e+01
0.000000000000000000e+00,2.828282828282828454e-02,4.895316732685829209e+01
0.000000000000000000e+00,2.929292929292929420e-02,4.816085797125157342e+01
0.000000000000000000e+00,3.030303030303030387e-02,4.739293259511767076e+01
0.000000000000000000e+00,3.131313131313131354e-02,4.664813495997047710e+01
0.000000000000000000e+00,3.232323232323232320e-02,4.592615614933033186e+01
0.000000000000000000e+00,3.333333333333333287e-02,4.522655220347093064e+01
0.000000000000000000e+00,3.434343434343434254e-02,4.454800697830903289e+01
0.000000000000000000e+00,3.535353535353535220e-02,4.388959820305910142e+01
0.000000000000000000e+00,3.636363636363636187e-02,4.325054236974225574e+01
0.000000000000000000e+00,3.737373737373737154e-02,4.262978448974061507e+01
0.000000000000000000e+00,3.838383838383838120e-02,4.202634270605322797e+01
0.000000000000000000e+00,3.939393939393939087e-02,4.143991552268824563e+01
0.000000000000000000e+00,4.040404040404040054e-02,4.086889765806463259e+01
